"Y","tick"
99.30190374250866,1.0
98.60402013189996,2.0
97.90656175028225,3.0
97.20974105023498,4.0
96.51377029009367,5.0
95.81886146929386,6.0
95.1252262637941,7.0
94.43307596159738,8.0
93.74262139839077,9.0
93.05407289332278,10.0
92.36764018493821,11.0
91.68353236728963,12.0
91.0019578262454,13.0
90.3231241760133,14.0
89.64723819589918,15.0
88.97450576732004,16.0
88.30513181109053,17.0
87.63932022500211,18.0
86.97727382171374,19.0
86.31919426697326,20.0
85.665282018188,21.0
85.01573626336352,22.0
84.37075486042906,23.0
83.730534276968,24.0
83.09526953037202,25.0
82.46515412843691,26.0
81.84038001041813,27.0
81.22113748856437,28.0
80.60761519014652,29.0
80.0,30.0
79.39847700359783,31.0
78.8032294306718,32.0
78.21443859939892,33.0
77.63228386117012,34.0
77.05694254595815,35.0
76.48858990830107,36.0
75.92739907391807,37.0
75.37354098697367,38.0
74.8271843580065,39.0
74.28849561253843,40.0
73.75763884037971,41.0
73.23477574564566,42.0
72.72006559750005,43.0
72.21366518164011,44.0
71.7157287525381,45.0
71.22640798645395,46.0
70.74585193523319,47.0
70.27420698090424,48.0
69.81161679108912,49.0
69.35822227524088,50.0
68.91416154172117,51.0
68.47956985573111,52.0
68.05457959810829,53.0
67.63932022500211,54.0
67.23391822844033,55.0
66.83849709779832,56.0
66.45317728218305,57.0
66.07807615374296,58.0
65.71330797191551,59.0
65.35898384862246,60.0
65.01521171442417,61.0
64.68209628564293,62.0
64.35973903246528,63.0
64.04823814803332,64.0
63.747688518534005,65.0
63.458181694295966,66.0
63.17980586190239,67.0
62.9126458173285,68.0
62.65678294011193,69.0
62.412295168563666,70.0
62.17925697602733,71.0
61.95773934819386,72.0
61.747809761478585,73.0
61.549532162467244,74.0
61.36296694843727,75.0
61.18817094896014,76.0
61.02519740859059,77.0
60.87409597064778,78.0
60.73491266209344,79.0
60.60768987951168,80.0
60.492466376194486,81.0
60.38927725033719,82.0
60.29815393434712,83.0
60.21912418526907,84.0
60.15221207633018,85.0
60.09743798960703,86.0
60.05481860981705,87.0
60.02436691923617,88.0
60.00609219374435,89.0
60.0,90.0
60.00609219374435,91.0
60.02436691923617,92.0
60.05481860981705,93.0
60.09743798960703,94.0
60.15221207633018,95.0
60.21912418526907,96.0
60.29815393434711,97.0
60.38927725033719,98.0
60.49246637619449,99.0
60.60768987951168,100.0
60.73491266209344,101.0
60.87409597064777,102.0
61.02519740859059,103.0
61.18817094896014,104.0
61.36296694843727,105.0
61.549532162467244,106.0
61.74780976147858,107.0
61.957739348193854,108.0
62.179256976027325,109.0
62.41229516856366,110.0
62.65678294011193,111.0
62.9126458173285,112.0
63.17980586190239,113.0
63.45818169429596,114.0
63.747688518534,115.0
64.04823814803332,116.0
64.35973903246528,117.0
64.68209628564291,118.0
65.01521171442417,119.0
65.35898384862244,120.0
65.7133079719155,121.0
66.07807615374296,122.0
66.45317728218303,123.0
66.83849709779832,124.0
67.23391822844032,125.0
67.63932022500211,126.0
68.05457959810829,127.0
68.47956985573111,128.0
68.91416154172116,129.0
69.35822227524088,130.0
69.81161679108914,131.0
70.27420698090424,132.0
70.74585193523318,133.0
71.22640798645395,134.0
71.7157287525381,135.0
72.21366518164011,136.0
72.72006559750005,137.0
73.23477574564566,138.0
73.75763884037971,139.0
74.28849561253841,140.0
74.82718435800649,141.0
75.37354098697367,142.0
75.92739907391808,143.0
76.48858990830107,144.0
77.05694254595815,145.0
77.63228386117012,146.0
78.21443859939893,147.0
78.8032294306718,148.0
79.39847700359783,149.0
80.0,150.0
80.60761519014652,151.0
81.22113748856435,152.0
81.84038001041813,153.0
82.46515412843691,154.0
83.09526953037202,155.0
83.73053427696799,156.0
84.37075486042903,157.0
85.01573626336351,158.0
85.665282018188,159.0
86.31919426697324,160.0
86.97727382171372,161.0
87.6393202250021,162.0
88.30513181109052,163.0
88.97450576732001,164.0
89.64723819589916,165.0
90.3231241760133,166.0
91.00195782624542,167.0
91.68353236728963,168.0
92.3676401849382,169.0
93.05407289332278,170.0
93.74262139839077,171.0
94.43307596159737,172.0
95.1252262637941,173.0
95.81886146929385,174.0
96.51377029009366,175.0
97.20974105023498,176.0
97.90656175028225,177.0
98.60402013189997,178.0
99.30190374250866,179.0
100.0,180.0
100.69809625749133,181.0
101.39597986810004,182.0
102.09343824971774,183.0
102.79025894976499,184.0
103.48622970990631,185.0
104.18113853070612,186.0
104.87477373620591,187.0
105.56692403840262,188.0
106.25737860160923,189.0
106.94592710667722,190.0
107.63235981506179,191.0
108.31646763271036,192.0
108.9980421737546,193.0
109.6768758239867,194.0
110.35276180410081,195.0
111.02549423267996,196.0
111.69486818890945,197.0
112.3606797749979,198.0
113.02272617828626,199.0
113.68080573302674,200.0
114.33471798181202,201.0
114.98426373663648,202.0
115.62924513957094,203.0
116.269465723032,204.0
116.90473046962796,205.0
117.53484587156308,206.0
118.15961998958184,207.0
118.77886251143563,208.0
119.39238480985348,209.0
120.0,210.0
120.60152299640217,211.0
121.1967705693282,212.0
121.78556140060108,213.0
122.36771613882986,214.0
122.94305745404183,215.0
123.51141009169892,216.0
124.07260092608192,217.0
124.6264590130263,218.0
125.17281564199351,219.0
125.71150438746157,220.0
126.24236115962029,221.0
126.76522425435434,222.0
127.27993440249993,223.0
127.78633481835989,224.0
128.2842712474619,225.0
128.77359201354602,226.0
129.2541480647668,227.0
129.72579301909576,228.0
130.18838320891086,229.0
130.64177772475912,230.0
131.08583845827883,231.0
131.5204301442689,232.0
131.9454204018917,233.0
132.3606797749979,234.0
132.76608177155967,235.0
133.16150290220165,236.0
133.54682271781695,237.0
133.92192384625704,238.0
134.28669202808447,239.0
134.64101615137753,240.0
134.98478828557583,241.0
135.31790371435707,242.0
135.64026096753472,243.0
135.95176185196667,244.0
136.252311481466,245.0
136.54181830570406,246.0
136.8201941380976,247.0
137.0873541826715,248.0
137.34321705988805,249.0
137.58770483143633,250.0
137.82074302397268,251.0
138.04226065180615,252.0
138.25219023852142,253.0
138.45046783753276,254.0
138.63703305156272,255.0
138.81182905103987,256.0
138.9748025914094,257.0
139.12590402935223,258.0
139.26508733790655,259.0
139.39231012048833,260.0
139.5075336238055,261.0
139.6107227496628,262.0
139.7018460656529,263.0
139.78087581473093,264.0
139.8477879236698,265.0
139.90256201039296,266.0
139.94518139018294,267.0
139.97563308076383,268.0
139.99390780625566,269.0
140.0,270.0
139.99390780625566,271.0
139.97563308076383,272.0
139.94518139018294,273.0
139.90256201039296,274.0
139.8477879236698,275.0
139.78087581473093,276.0
139.7018460656529,277.0
139.6107227496628,278.0
139.5075336238055,279.0
139.39231012048833,280.0
139.26508733790655,281.0
139.12590402935223,282.0
138.9748025914094,283.0
138.81182905103987,284.0
138.63703305156272,285.0
138.45046783753276,286.0
138.25219023852142,287.0
138.04226065180615,288.0
137.82074302397268,289.0
137.58770483143633,290.0
137.34321705988808,291.0
137.0873541826715,292.0
136.82019413809763,293.0
136.54181830570403,294.0
136.252311481466,295.0
135.9517618519667,296.0
135.64026096753472,297.0
135.3179037143571,298.0
134.98478828557586,299.0
134.64101615137753,300.0
134.2866920280845,301.0
133.92192384625704,302.0
133.54682271781698,303.0
133.16150290220168,304.0
132.76608177155967,305.0
132.3606797749979,306.0
131.94542040189174,307.0
131.52043014426886,308.0
131.08583845827883,309.0
130.64177772475912,310.0
130.1883832089109,311.0
129.7257930190958,312.0
129.25414806476684,313.0
128.77359201354608,314.0
128.2842712474619,315.0
127.7863348183599,316.0
127.27993440249993,317.0
126.76522425435432,318.0
126.24236115962029,319.0
